NASDAQ Symbol,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,ETF,NextShares,NASDAQ,Common Stock
PLSE,"Pulse Biosciences, Inc - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
PLTK,Playtika Holding Corp. - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
PLTN,Plutonian Acquisition Corp. - Common Stock,S,N,N,100,N,N,NASDAQ,Yes
PLTNR,Plutonian Acquisition Corp. - Rights,S,N,N,100,N,N,NASDAQ,No
PLTNU,Plutonian Acquisition Corp. - Unit,S,N,N,100,N,N,NASDAQ,No
PLTNW,Plutonian Acquisition Corp. - Warrant,S,N,N,100,N,N,NASDAQ,No
PLUG,"Plug Power, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
PLUR,Pluri Inc. - Common Stock,G,N,D,100,N,N,NASDAQ,Yes
PLUS,ePlus inc. - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
PLXS,Plexus Corp. - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
PLYA,Playa Hotels & Resorts N.V. - Ordinary Shares,Q,N,N,100,N,N,NASDAQ,No
PMCB,"PharmaCyte  Biotech, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
PMD,Psychemedics Corporation - Common Stock,S,N,N,100,N,N,NASDAQ,Yes
PMGM,Priveterra Acquisition Corp. II - Class A Common Stock,S,N,N,100,N,N,NASDAQ,Yes
PMGMU,Priveterra Acquisition Corp. II - Unit,S,N,N,100,N,N,NASDAQ,No
PMGMW,Priveterra Acquisition Corp. II - Warrant to purchase Class A common stock,S,N,N,100,N,N,NASDAQ,Yes
PMN,ProMIS Neurosciences Inc. - Common Shares,S,N,N,100,N,N,NASDAQ,No
PMTS,CPI Card Group Inc. - Common Stock,G,N,N,100,N,N,NASDAQ,Yes
PMVP,"PMV Pharmaceuticals, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
PNBK,Patriot National Bancorp Inc. - Common Stock,G,N,N,100,N,N,NASDAQ,Yes
PNFP,"Pinnacle Financial Partners, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
PNFPP,"Pinnacle Financial Partners, Inc. - Depositary shares of Pinnacle Financial Partners, Inc., each representing a 1/40th Interest in a share of its 6.75% Fixed-Rate Non-Cumulative Perpetual Preferred Stock, Series B",Q,N,N,100,N,N,NASDAQ,No
PNQI,Invesco Nasdaq Internet ETF,G,N,N,100,Y,N,NASDAQ,No
PNRG,PrimeEnergy Resources Corporation - Common Stock,S,N,N,100,N,N,NASDAQ,Yes
PNT,POINT Biopharma Global Inc.  - Common Stock,S,N,N,100,N,N,NASDAQ,Yes
PNTG,"The Pennant Group, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
POAI,Predictive Oncology Inc. - Common Stock,S,N,N,100,N,N,NASDAQ,Yes
POCI,"Precision Optics Corporation, Inc. - Common stock",S,N,N,100,N,N,NASDAQ,Yes
PODC,"Courtside Group, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
PODD,Insulet Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
POET,POET Technologies Inc. - Common Shares,S,N,N,100,N,N,NASDAQ,No
POLA,"Polar Power, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
POOL,Pool Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
POTX,Global X Cannabis ETF,G,N,N,100,Y,N,NASDAQ,No
POWI,"Power Integrations, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
POWL,"Powell Industries, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
POWW,"AMMO, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
POWWP,"AMMO, Inc. - 8.75% Series A Cumulative Redeemable Perpetual Preferred Stock",S,N,N,100,N,N,NASDAQ,No
PPBI,Pacific Premier Bancorp Inc - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
PPBT,Purple Biotech Ltd. - American Depositary Shares,S,N,N,100,N,N,NASDAQ,No
PPC,Pilgrim's Pride Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
PPH,VanEck Pharmaceutical ETF,G,N,N,100,Y,N,NASDAQ,No
PPHP,PHP Ventures Acquisition Corp. - Class A Common Stock,S,N,D,100,N,N,NASDAQ,Yes
PPHPR,PHP Ventures Acquisition Corp. - Rights,S,N,D,100,N,N,NASDAQ,No
PPHPU,PHP Ventures Acquisition Corp. - Units,S,N,D,100,N,N,NASDAQ,No
PPHPW,PHP Ventures Acquisition Corp. - Warrants,S,N,D,100,N,N,NASDAQ,No
PPIH,"Perma-Pipe International Holdings, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,Yes
PPSI,"Pioneer Power Solutions, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
PPTA,Perpetua Resources Corp. - Common Shares,S,N,N,100,N,N,NASDAQ,No
PPYA,Papaya Growth Opportunity Corp. I - Class A Common Stock,G,N,N,100,N,N,NASDAQ,Yes
PPYAU,Papaya Growth Opportunity Corp. I - Unit,G,N,N,100,N,N,NASDAQ,No
PPYAW,Papaya Growth Opportunity Corp. I - Warrant,G,N,N,100,N,N,NASDAQ,No
PRAA,"PRA Group, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
PRAX,"Praxis Precision Medicines, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
PRCH,"Porch Group, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
PRCT,PROCEPT BioRobotics Corporation - Common Stock,G,N,N,100,N,N,NASDAQ,Yes
PRDO,Perdoceo Education Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
PRE,Prenetics Global Limited - Class A Ordinary Share,G,N,D,100,N,N,NASDAQ,No
PRENW,Prenetics Global Limited - Warrant,S,N,N,100,N,N,NASDAQ,No
PRFT,"Perficient, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
PRFX,PainReform Ltd. - Ordinary Shares,S,N,N,100,N,N,NASDAQ,No
PRFZ,Invesco FTSE RAFI US 1500 Small-Mid ETF,G,N,N,100,Y,N,NASDAQ,No
PRGS,Progress Software Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
PRLD,Prelude Therapeutics Incorporated - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
PRLH,Pearl Holdings Acquisition Corp - Class A Ordinary Shares,G,N,N,100,N,N,NASDAQ,No
PRLHU,Pearl Holdings Acquisition Corp - Unit,G,N,N,100,N,N,NASDAQ,No
PRLHW,Pearl Holdings Acquisition Corp - Warrant,G,N,D,100,N,N,NASDAQ,No
PRME,"Prime Medicine, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,Yes
PRN,Invesco Dorsey Wright Industrials Momentum ETF,G,N,N,100,Y,N,NASDAQ,No
PROC,"Procaps Group, S.A. - Ordinary Shares",G,N,N,100,N,N,NASDAQ,No
PROCW,"Procaps Group, S.A. - Warrants",G,N,N,100,N,N,NASDAQ,No
PROF,Profound Medical Corp. - common stock,S,N,N,100,N,N,NASDAQ,Yes
PROK,ProKidney Corp. - Class A Ordinary Shares,S,N,N,100,N,N,NASDAQ,No
PROV,"Provident Financial Holdings, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
PRPH,"ProPhase Labs, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
PRPL,"Purple Innovation, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
PRPO,"Precipio, Inc. - Common Stock",S,N,D,100,N,N,NASDAQ,Yes
PRQR,ProQR Therapeutics N.V. - Ordinary Shares,S,N,N,100,N,N,NASDAQ,No
PRSO,Peraso Inc. - Common Stock,S,N,D,100,N,N,NASDAQ,Yes
PRSR,Prospector Capital Corp. - Class A Ordinary Shares,S,N,D,100,N,N,NASDAQ,No
PRSRU,Prospector Capital Corp. - Unit,S,N,D,100,N,N,NASDAQ,No
PRSRW,Prospector Capital Corp. - Warrants,S,N,D,100,N,N,NASDAQ,No
PRST,"Presto Automation, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,Yes
PRSTW,"Presto Automation, Inc. - Warrant",G,N,N,100,N,N,NASDAQ,No
PRTA,Prothena Corporation plc - Ordinary Shares,Q,N,N,100,N,N,NASDAQ,No
PRTC,PureTech Health plc - American Depositary Shares,G,N,N,100,N,N,NASDAQ,No
PRTG,Portage Biotech Inc. - Common Stock,S,N,N,100,N,N,NASDAQ,Yes
PRTH,"Priority Technology Holdings, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
PRTK,"Paratek Pharmaceuticals, Inc.  - Common Stock",G,N,N,100,N,N,NASDAQ,Yes
PRTS,"CarParts.com, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
PRVA,"Privia Health Group, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
PRVT,Private Real Estate Strategy via Liquid REITs ETF,G,N,N,100,Y,N,NASDAQ,No
PRZO,ParaZero Technologies Ltd. - Ordinary Shares,S,N,N,100,N,N,NASDAQ,No
PSC,Principal U.S. Small-Cap ETF,G,N,N,100,Y,N,NASDAQ,No
PSCC,Invesco S&P SmallCap Consumer Staples ETF,G,N,N,100,Y,N,NASDAQ,No
PSCD,Invesco S&P SmallCap Consumer Discretionary ETF,G,N,N,100,Y,N,NASDAQ,No
PSCE,Invesco S&P SmallCap Energy ETF,G,N,N,100,Y,N,NASDAQ,No
PSCF,Invesco S&P SmallCap Financials ETF,G,N,N,100,Y,N,NASDAQ,No
PSCH,Invesco S&P SmallCap Health Care ETF,G,N,N,100,Y,N,NASDAQ,No
PSCI,Invesco S&P SmallCap Industrials ETF,G,N,N,100,Y,N,NASDAQ,No
PSCM,Invesco S&P SmallCap Materials ETF,G,N,N,100,Y,N,NASDAQ,No
PSCT,Invesco S&P SmallCap Information Technology ETF,G,N,N,100,Y,N,NASDAQ,No
PSCU,Invesco S&P SmallCap Utilities & Communication Services ETF,G,N,N,100,Y,N,NASDAQ,No
PSEC,Prospect Capital Corporation - Closed End Fund,Q,N,N,100,N,N,NASDAQ,No
PSET,Principal Quality ETF,G,N,N,100,Y,N,NASDAQ,No
PSHG,Performance Shipping Inc. - Common Shares,S,N,N,100,N,N,NASDAQ,No
PSL,Invesco Dorsey Wright Consumer Staples Momentum ETF,G,N,N,100,Y,N,NASDAQ,No
PSMT,"PriceSmart, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
PSNL,"Personalis, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,Yes
PSNY,Polestar Automotive Holding UK Limited - Class A ADS,G,N,N,100,N,N,NASDAQ,No
PSNYW,Polestar Automotive Holding UK Limited - Class C-1 ADS (ADW),G,N,N,100,N,N,NASDAQ,No
PSTV,"PLUS THERAPEUTICS, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
PSTX,"Poseida Therapeutics, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
PSWD,Xtrackers Cybersecurity Select Equity ETF,G,N,N,100,Y,N,NASDAQ,No
PT,Pintec Technology Holdings Limited - American Depositary Shares,G,N,N,100,N,N,NASDAQ,No
PTC,PTC Inc. - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
PTCT,"PTC Therapeutics, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
PTEC,Global X PropTech ETF,G,N,N,100,Y,N,NASDAQ,No
PTEN,"Patterson-UTI Energy, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
PTF,Invesco Dorsey Wright Technology Momentum ETF,G,N,N,100,Y,N,NASDAQ,No
PTGX,"Protagonist Therapeutics, Inc. - Common Stock",G,N,D,100,N,N,NASDAQ,Yes
PTH,Invesco Dorsey Wright Healthcare Momentum ETF,G,N,N,100,Y,N,NASDAQ,No
PTHR,"Pono Capital Three, Inc. - Class A Ordinary Shares",G,N,N,100,N,N,NASDAQ,No
PTHRU,"Pono Capital Three, Inc. - Unit",G,N,N,100,N,N,NASDAQ,No
PTHRW,"Pono Capital Three, Inc. - Warrant",G,N,N,100,N,N,NASDAQ,No
PTIX,"Protagenic Therapeutics, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
PTIXW,"Protagenic Therapeutics, Inc. - Warrant",S,N,N,100,N,N,NASDAQ,No
PTLO,Portillo's Inc. - Class A Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
PTMN,Portman Ridge Finance Corporation - Closed End Fund,Q,N,N,100,N,N,NASDAQ,No
PTNQ,Pacer Trendpilot 100 ETF,G,N,N,100,Y,N,NASDAQ,No
PTON,"Peloton Interactive, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
PTPI,"Petros Pharmaceuticals, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
PTRS,Partners Bancorp - Common Stock,S,N,N,100,N,N,NASDAQ,Yes
PTSI,"P.A.M. Transportation Services, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,Yes
PTVE,Pactiv Evergreen Inc. - Common stock,Q,N,N,100,N,N,NASDAQ,Yes
PTWO,"Pono Capital Two, Inc. - Class A Common Stock",G,N,N,100,N,N,NASDAQ,Yes
PTWOU,"Pono Capital Two, Inc. - Unit",G,N,N,100,N,N,NASDAQ,No
PTWOW,"Pono Capital Two, Inc. - Warrants",G,N,N,100,N,N,NASDAQ,No
PUBM,"PubMatic, Inc. - Class A Common Stock",G,N,N,100,N,N,NASDAQ,Yes
PUCK,Goal Acquisitions Corp. - Common Stock,S,N,N,100,N,N,NASDAQ,Yes
PUCKU,Goal Acquisitions Corp. - Unit,S,N,N,100,N,N,NASDAQ,No
PUCKW,Goal Acquisitions Corp. - Warrant,S,N,N,100,N,N,NASDAQ,No
PUI,Invesco Dorsey Wright Utilities Momentum ETF,G,N,N,100,Y,N,NASDAQ,No
PULM,"Pulmatrix, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
PUYI,Puyi Inc. - American Depository Shares,G,N,N,100,N,N,NASDAQ,No
PVBC,"Provident Bancorp, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
PWFL,"PowerFleet, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,Yes
PWM,Prestige Wealth Inc. - Ordinary Shares,S,N,N,100,N,N,NASDAQ,No
PWOD,"Penns Woods Bancorp, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
PWP,Perella Weinberg Partners - Class A Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
PWUP,PowerUp Acquisition Corp. - Class A Ordinary Shares,G,N,N,100,N,N,NASDAQ,No
PWUPU,PowerUp Acquisition Corp. - Unit,G,N,N,100,N,N,NASDAQ,No
PWUPW,PowerUp Acquisition Corp. - Warrant,G,N,N,100,N,N,NASDAQ,No
PXDT,"Pixie Dust Technologies, Inc. - ADS, each representing one common share",S,N,N,100,N,N,NASDAQ,No
PXI,Invesco Dorsey Wright Energy Momentum ETF,G,N,N,100,Y,N,NASDAQ,No
PXLW,"Pixelworks, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,Yes
PXMD,"PaxMedica, Inc. - Common stock",S,N,D,100,N,N,NASDAQ,Yes
PXS,Pyxis Tankers Inc. - Common Stock,S,N,N,100,N,N,NASDAQ,Yes
PXSAP,Pyxis Tankers Inc. - 7.75% Series A Cumulative Convertible Preferred Shares,S,N,N,100,N,N,NASDAQ,No
PXSAW,Pyxis Tankers Inc. - Warrant,S,N,N,100,N,N,NASDAQ,No
PY,Principal Value ETF,G,N,N,100,Y,N,NASDAQ,No
PYCR,"Paycor HCM, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
PYPD,PolyPid Ltd. - Ordinary Shares,S,N,D,100,N,N,NASDAQ,No
PYPL,"PayPal Holdings, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
PYR,PyroGenesis Canada Inc. - Common Shares,S,N,D,100,N,N,NASDAQ,No
PYXS,"Pyxis Oncology, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
PYZ,Invesco Dorsey Wright Basic Materials Momentum ETF,G,N,N,100,Y,N,NASDAQ,No
PZZA,"Papa John's International, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
QABA,First Trust NASDAQ ABA Community Bank Index Fund,G,N,N,100,Y,N,NASDAQ,No
QAT,iShares MSCI Qatar ETF,G,N,N,100,Y,N,NASDAQ,No
QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund,G,N,N,100,Y,N,NASDAQ,No
QCLR,Global X NASDAQ 100 Collar 95-110 ETF,G,N,N,100,Y,N,NASDAQ,No
QCOM,QUALCOMM Incorporated - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
QCRH,"QCR Holdings, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,Yes
QDEL,QuidelOrtho Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
QDRO,Quadro Acquisition One Corp. - Class A Ordinary Shares,S,N,N,100,N,N,NASDAQ,No
QDROU,Quadro Acquisition One Corp. - Unit,S,N,N,100,N,N,NASDAQ,No
QDROW,Quadro Acquisition One Corp. - Warrant,S,N,N,100,N,N,NASDAQ,No
QFIN,"Qifu Technology, Inc - American Depositary Shares",Q,N,N,100,N,N,NASDAQ,No
QH,Quhuo Limited - American Depository Shares,G,N,N,100,N,N,NASDAQ,No
QIPT,Quipt Home Medical Corp. - Common Shares,S,N,N,100,N,N,NASDAQ,No
QIWI,QIWI plc - American Depositary Shares,Q,N,D,100,N,N,NASDAQ,No
QLGN,"Qualigen Therapeutics, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
QLI,Qilian International Holding Group Ltd. - Ordinary Shares,G,N,D,100,N,N,NASDAQ,No
QLYS,"Qualys, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
QMCO,Quantum Corporation - Common Stock,G,N,N,100,N,N,NASDAQ,Yes
QNCX,"Quince Therapeutics, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
QNRX,"Quoin Pharmaceuticals, Ltd. - American Depositary Shares",S,N,N,100,N,N,NASDAQ,No
QNST,"QuinStreet, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
QOMO,Qomolangma Acquisition Corp. - Common Stock,S,N,N,100,N,N,NASDAQ,Yes
QOMOR,Qomolangma Acquisition Corp. - Right,S,N,N,100,N,N,NASDAQ,No
QOMOU,Qomolangma Acquisition Corp. - Unit,S,N,N,100,N,N,NASDAQ,No
QOMOW,Qomolangma Acquisition Corp. - Warrant,S,N,N,100,N,N,NASDAQ,No
QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund,G,N,N,100,Y,N,NASDAQ,No
QQJG,Invesco ESG NASDAQ Next Gen 100 ETF,G,N,N,100,Y,N,NASDAQ,No
QQMG,Invesco ESG NASDAQ 100 ETF,G,N,N,100,Y,N,NASDAQ,No
QQQ,"Invesco QQQ Trust, Series 1",G,N,N,100,Y,N,NASDAQ,No
QQQA,ProShares Nasdaq-100 Dorsey Wright Momentum ETF,G,N,N,100,Y,N,NASDAQ,No
QQQE,Direxion NASDAQ-100 Equal Weighted Index Shares,G,N,N,100,Y,N,NASDAQ,No
QQQJ,Invesco NASDAQ Next Gen 100 ETF,G,N,N,100,Y,N,NASDAQ,No
QQQM,Invesco NASDAQ 100 ETF,G,N,N,100,Y,N,NASDAQ,No
QQQN,VictoryShares Nasdaq Next 50 ETF,G,N,N,100,Y,N,NASDAQ,No
QQQS,Invesco NASDAQ Future Gen 200 ETF,G,N,N,100,Y,N,NASDAQ,No
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund - Closed End Fund,Q,N,N,100,N,N,NASDAQ,No
QQQY,Defiance Nasdaq 100 Enhanced Options Income ETF,G,N,N,100,Y,N,NASDAQ,No
QQXT,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,G,N,N,100,Y,N,NASDAQ,No
QRHC,Quest Resource Holding Corporation - Common Stock,S,N,N,100,N,N,NASDAQ,Yes
QRMI,Global X NASDAQ 100 Risk Managed Income ETF,G,N,N,100,Y,N,NASDAQ,No
QRTEA,"Qurate Retail, Inc. - Series A Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
QRTEB,"Qurate Retail, Inc. - Series B Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
QRTEP,"Qurate Retail, Inc. - 8.0% Fixed Rate Cumulative Redeemable Preferred Stock",Q,N,N,100,N,N,NASDAQ,No
QRVO,"Qorvo, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
QSG,QuantaSing Group Limited - American Depositary Shares,G,N,N,100,N,N,NASDAQ,No
QSI,Quantum-Si Incorporated - Class A Common Stock,G,N,N,100,N,N,NASDAQ,Yes
QSIAW,Quantum-Si Incorporated - Warrant,G,N,N,100,N,N,NASDAQ,No
QTEC,First Trust NASDAQ-100-Technology Sector Index Fund,G,N,N,100,Y,N,NASDAQ,No
QTR,Global X NASDAQ 100 Tail Risk ETF,G,N,N,100,Y,N,NASDAQ,No
QTRX,Quanterix Corporation - Common Stock,G,N,N,100,N,N,NASDAQ,Yes
QUBT,Quantum Computing Inc. - Common Stock,S,N,N,100,N,N,NASDAQ,Yes
QUIK,QuickLogic Corporation - Common Stock,S,N,N,100,N,N,NASDAQ,Yes
QURE,uniQure N.V. - Ordinary Shares,Q,N,N,100,N,N,NASDAQ,No
QYLD,Global X NASDAQ 100 Covered Call ETF,G,N,N,100,Y,N,NASDAQ,No
QYLE,Global X Nasdaq 100 ESG Covered Call ETF,G,N,N,100,Y,N,NASDAQ,No
QYLG,Global X Nasdaq 100 Covered Call & Growth ETF,G,N,N,100,Y,N,NASDAQ,No
RACY,Relativity Acquisition Corp. - Class A Common Stock,S,N,N,100,N,N,NASDAQ,Yes
RACYU,Relativity Acquisition Corp. - Unit,S,N,N,100,N,N,NASDAQ,No
RACYW,Relativity Acquisition Corp. - Warrant,S,N,N,100,N,N,NASDAQ,No
RADI,"Radius Global Infrastructure, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,Yes
RAIL,"Freightcar America, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
RAIN,Rain Oncology Inc. - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
RAND,Rand Capital Corporation - Closed End Fund,S,N,N,100,N,N,NASDAQ,No
RANI,"Rani Therapeutics Holdings, Inc. - Class A Common Stock",G,N,N,100,N,N,NASDAQ,Yes
RAPT,"RAPT Therapeutics, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,Yes
RARE,Ultragenyx Pharmaceutical Inc. - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
RAVE,"Rave Restaurant Group, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
RAYA,Erayak Power Solution Group Inc. - Class A Ordinary Shares,S,N,N,100,N,N,NASDAQ,No
RAYS,Global X Solar ETF,G,N,N,100,Y,N,NASDAQ,No
RBB,RBB Bancorp - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
RBBN,Ribbon Communications Inc.  - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
RBCAA,"Republic Bancorp, Inc. - Class A Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
RBKB,"Rhinebeck Bancorp, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
RCAC,Revelstone Capital Acquisition Corp. - Class A Common Stock,G,N,N,100,N,N,NASDAQ,Yes
RCACU,Revelstone Capital Acquisition Corp. - Unit,G,N,N,100,N,N,NASDAQ,No
RCACW,Revelstone Capital Acquisition Corp. - Warrant,G,N,D,100,N,N,NASDAQ,No
RCAT,"Red Cat Holdings, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
RCEL,"Avita Medical, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
RCKT,"Rocket Pharmaceuticals, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,Yes
RCKTW,"Rocket Pharmaceuticals, Inc. - Warrant",S,N,N,100,N,N,NASDAQ,No
RCKY,"Rocky Brands, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
RCM,R1 RCM Inc. - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
RCMT,"RCM Technologies, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,Yes
RCON,"Recon Technology, Ltd. - Class A Ordinary Shares",S,N,D,100,N,N,NASDAQ,No
RCRT,"Recruiter.com Group, Inc. - Common Stock",S,N,D,100,N,N,NASDAQ,Yes
RCRTW,"Recruiter.com Group, Inc. - Warrant",S,N,D,100,N,N,NASDAQ,No
RDCM,Radcom Ltd. - Ordinary Shares,S,N,N,100,N,N,NASDAQ,No
RDFN,Redfin Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
RDHL,Redhill Biopharma Ltd. - American Depositary Shares,G,N,D,100,N,N,NASDAQ,No
RDI,Reading International Inc - Class A Non-voting Common Stock,S,N,N,100,N,N,NASDAQ,Yes
RDIB,Reading International Inc - Class B Voting Common Stock,S,N,N,100,N,N,NASDAQ,Yes
RDNT,"RadNet, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,Yes
RDUS,"Schnitzer Steel Industries, Inc. - Class A Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
RDVT,"Red Violet, Inc. - Common Stock ",S,N,N,100,N,N,NASDAQ,Yes
RDVY,First Trust Rising Dividend Achievers ETF,G,N,N,100,Y,N,NASDAQ,No
RDWR,Radware Ltd. - Ordinary Shares,Q,N,N,100,N,N,NASDAQ,No
REAL,"The RealReal, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
REAX,"The Real Brokerage, Inc. - Common Shares",S,N,N,100,N,N,NASDAQ,No
REBN,"Reborn Coffee, Inc. - Common Stock",S,N,D,100,N,N,NASDAQ,Yes
REE,REE Automotive Ltd. - Class A Ordinary Shares,S,N,D,100,N,N,NASDAQ,No
REFI,"Chicago Atlantic Real Estate Finance, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,Yes
REFR,Research Frontiers Incorporated - Common Stock,S,N,N,100,N,N,NASDAQ,Yes
REG,Regency Centers Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
REGCO,Regency Centers Corporation - 5.875% Series B Cumulative Redeemable Preferred Stock,Q,N,N,100,N,N,NASDAQ,No
REGCP,Regency Centers Corporation - 6.25% Series A Cumulative Redeemable Preferred Stock,Q,N,N,100,N,N,NASDAQ,No
REGN,"Regeneron Pharmaceuticals, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
REIT,ALPS Active REIT ETF,G,N,N,100,Y,N,NASDAQ,No
REKR,"Rekor Systems, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
RELI,"Reliance Global Group, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
RELIW,"Reliance Global Group, Inc. - Series A Warrants",S,N,N,100,N,N,NASDAQ,No
RELL,"Richardson Electronics, Ltd. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
RELY,"Remitly Global, Inc. - Common stock",Q,N,N,100,N,N,NASDAQ,Yes
RENB,Renovaro Biosciences Inc. - Common Stock,S,N,N,100,N,N,NASDAQ,Yes
RENE,Cartesian Growth Corporation II - Class A Ordinary Shares,G,N,N,100,N,N,NASDAQ,No
RENEU,Cartesian Growth Corporation II - Unit,G,N,N,100,N,N,NASDAQ,No
RENEW,Cartesian Growth Corporation II - Warrant,G,N,N,100,N,N,NASDAQ,No
RENT,"Rent the Runway, Inc. - Class A Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
